Expression,Mean_C,SD_C,N_Rate,N_Unknown
railway car,4.8,0.6324555320336759,10,0
railway company,4.2,1.0327955589886444,10,0
railway crossing,4.5,0.8498365855987975,10,0
railway junction,4.5,0.7071067811865476,10,0
railway line,3.6,1.505545305418162,10,0
railway locomotive,4.363636363636363,0.8090398349558905,11,0
railway man,3.8,0.7888106377466155,10,1
railway sleeper,4,1.3333333333333333,10,1
railway station,5,0,10,0
railway system,3.9,0.8755950357709131,10,0
railway track,4.8,0.6324555320336759,10,1
railway viaduct,4,1.632993161855452,10,2
railway wagon,4.181818181818182,1.1677484162422844,11,1
railway yard,3.727272727272727,1.1908743922772957,11,2
rain barrel,4.7,0.48304589153964794,10,0
"rain before seven, fine before eleven",1.5,0.8498365855987975,10,4
rain boots,4.6,0.699205898780101,10,0
rain buckets,3.8,1.1352924243950935,10,0
rain cats and dogs,1.4,0.699205898780101,10,0
rain check,1.7272727272727273,1.009049958219026,11,0
rain cheque,1.7272727272727273,1.1037127426019047,11,3
rain cloud,3.7,1.5670212364724212,10,0
rain dance,4.117647058823529,1.0537049480984033,17,2
rain date,2.6923076923076925,1.1094003924504583,13,4
rain dogs and cats,2.1,1.5951314818673865,10,0
rain down,3,1.3416407864998738,11,0
rain down on,3.3,1.5670212364724212,10,0
rain drop,4.4,0.9660917830792959,10,0
rain forest,4.6,0.9660917830792959,10,0
rain gauge,3.3333333333333335,1.1547005383792515,12,2
rain gutter,4.7272727272727275,0.6466697906828632,11,0
rain hat,4.7272727272727275,0.6466697906828632,11,1
rain jacket,4.7272727272727275,0.6466697906828632,11,0
rain off,2.909090909090909,1.3751033019046572,11,7
rain on one's parade,1.8,0.7888106377466155,10,0
rain on someone's parade,1.8181818181818181,0.9816498172140428,11,1
rain on your parade,2,1.5491933384829668,11,0
rain or shine,3.1818181818181817,1.662418829187267,11,0
rain out,3.1,1.1005049346146119,10,3
rain pitchforks,2.9,1.66332999331662,10,6
rain poncho,4.454545454545454,1.0357254813546264,11,1
rain shadow,3.6,1.577621275493231,10,1
rain shower,4.7,0.48304589153964794,10,3
rain slicker,4,1.2649110640673518,11,1
rain stick,4.090909090909091,1.3751033019046572,11,7
rain suit,4.5,0.5270462766947299,10,1
rain tree,3.8,1.5491933384829668,10,1
rainbow coalition,2.8181818181818183,1.5374122295716148,11,5
rainbow flag,3.9,1.286683937707919,10,0
rainbow nation,2,1.3416407864998738,11,6
rainbow perch,3.6,1.6465452046971292,10,6
rainbow pink,3.2,1.5491933384829668,10,2
rainbow runner,2.1538461538461537,0.8987170342729172,13,5
rainbow trout,4.8,0.4216370213557839,10,1
rained off,2,0.9428090415820634,10,4
rained out,2,0.9428090415820634,10,2
raining cats and dogs,1.875,1.02469507659596,16,0
raining stair-rods,NA,NA,6,8
rainy day,3.8,1.2292725943057183,10,0
rainy season,3.3636363636363638,1.2060453783110545,11,0
raise a big stink,2.1818181818181817,1.1677484162422844,11,1
raise a fuss,2.7,1.1595018087284057,10,1
raise a hand,4.1,1.286683937707919,10,0
raise a question,2.7,1.1595018087284057,10,0
raise a ruckus,2.272727272727273,1.1908743922772957,11,2
raise a stink,2.4,1.3498971154211057,10,2
raise an issue,2.3,1.5670212364724212,10,0
raise cain,3.2,1.398411797560202,10,7
raise eyebrows,3.6363636363636362,1.1200649331826502,11,0
raise funds,3.3,1.1595018087284057,10,0
raise hell,1.8333333333333333,1.1146408580454255,12,1
raise on,2.1,0.9944289260117533,10,2
raise one's hand,3.5,1.35400640077266,10,1
raise one's sights,2.2,1.4757295747452437,10,0
raise someone's hackles,2,1.0540925533894598,10,4
raise the ante,2.3636363636363638,1.2060453783110545,11,0
raise the bar,1.8,1.0327955589886444,10,0
raise the flag and see who salutes,2.1818181818181817,0.9816498172140428,11,0
raise the issue,2.5454545454545454,1.4396969378057567,11,0
raise the roof,2.4545454545454546,1.6348477827391983,11,0
raise the spectre,2.3,1.3374935098492586,10,1
raise the stakes,1.7,0.6749485577105528,10,0
raise to,1.5454545454545454,0.5222329678670935,11,1
raise up,2.6,1.429840705968481,10,0
raise your hand against,2.5,1.4337208778404378,10,1
raise your spirits,1.6666666666666667,0.8876253645985945,12,0
raised by wolves,1.7272727272727273,0.9045340337332909,11,1
raised eyebrows,3.9,1.286683937707919,10,0
raised in a barn,2.6363636363636362,0.9244162777371754,11,1
raised ranch,NA,NA,8,8
raisin bran,4.5,0.8498365855987975,10,1
raisin bread,4.6,0.699205898780101,10,2
raisin cookie,4.9,0.31622776601683794,10,0
raisin-nut cookie,4.909090909090909,0.30151134457776363,11,0
raising cain,2.5,1.5811388300841898,10,6
raising hell,1.6,0.8432740427115678,10,0
raison d'etre,NA,NA,2,8
rake handle,4.363636363636363,0.8090398349558905,11,1
rake in,2.176470588235294,1.3800042625680118,17,2
rake in the dough,1.8,1.0327955589886444,10,3
rake in the money,2,1.247219128924647,10,0
rake it in,1.8181818181818181,0.9816498172140428,11,0
rake off,2.5,0.97182531580755,10,0
rake out,3.1,1.1972189997378648,10,4
rake over,2.5,1.2692955176439846,10,2
rake over old coals,2.4,1.6465452046971292,10,2
rake over the ashes,1.7,0.6749485577105528,10,4
rake over the coals,3.3,1.636391694484477,10,0
rake someone over the coals,1.7,1.3374935098492586,10,0
rake through,2.6363636363636362,1.3618169680781094,11,1
rake together,2.2,1.3165611772087666,10,3
rake up,3.5625,1.3647344063956182,16,1
rake you over the coals,1.9,1.286683937707919,10,2
raking it in,2.2,1.1352924243950935,10,0
rally around,2.4,1.1737877907772674,10,1
rally round,2.8,1.3165611772087666,10,0
rallying call,2.1,1.1972189997378648,10,1
rallying cry,3.3,1.3374935098492586,10,0
rallying point,3.272727272727273,1.555050423035156,11,0
ram disk,3.75,1.5447859516333116,12,0
ram down,2.5833333333333335,1.0836246694508318,12,0
ram down your throat,2.1818181818181817,1.2504544628399563,11,0
ram home,2.3,1.4181364924121764,10,4
ram horn,4.5,1.0801234497346435,10,6
ram horns,4.8,0.4216370213557839,10,1
ram into,3.4545454545454546,1.572490786213793,11,0
ram something down someone's throat,2.0526315789473686,1.4709665835968129,19,1
ramble on,2.6363636363636362,1.3618169680781094,11,1
ramen noodles,4.9,0.31622776601683794,10,0
ramp up,1.7272727272727273,1.009049958219026,11,1
ramp worker,4.2,0.7888106377466155,10,4
rampant arch,NA,NA,9,8
ranch dressing,4.2,1.0327955589886444,10,0
ranch hand,4.454545454545454,0.6875516509523286,11,2
ranch house,4.5,1.0801234497346435,10,0
ranch-style house,4.6,0.699205898780101,10,0
ranchero sauce,4.2,1.2292725943057183,10,0
random access,2.9,1.5238839267549948,10,0
random access memory,3.2,1.6193277068654826,10,2
random breath test,3.5454545454545454,1.3684762594679065,11,1
random chance,2.1,1.449137674618944,10,0
random memory,1.8333333333333333,1.1934162828797101,12,0
random sample,2.6,1.577621275493231,10,0
random sampling,2.4,1.2649110640673518,10,1
random variable,3.1818181818181817,1.662418829187267,11,0
random walk,2.8,1.398411797560202,10,0
random-access memory,3.4545454545454546,1.6348477827391983,11,2
range against,1.9,1.1972189997378648,10,5
range animal,NA,NA,8,8
range cooker,4.25,1.2154310870109943,12,1
range finder,3.7,1.4181364924121764,10,0
range hood,3.5,1.8408935028645435,10,7
range in,1.8,1.0327955589886444,10,1
range of mountains,4.181818181818182,0.873862897505303,11,0
range over,2.8,1.6193277068654826,10,2
range with,2,1.1832159566199232,11,1
ranged weapon,4,1.5491933384829668,11,3
ranger guide,4,0.9428090415820634,10,1
ranger station,4.7,0.6749485577105528,10,0
ranging pole,4,1.4142135623730951,11,3
rank and file,2.1818181818181817,1.0787197799411874,11,0
rank correlation,2.230769230769231,1.2351684199496948,13,5
rank nonsense,2.4,1.505545305418162,10,4
rank order,3,1.7638342073763937,10,1
rank outsider,2.2857142857142856,1.2043875831929896,14,10
ransom money,3.6,1.429840705968481,10,1
rant and rave,1.875,1.0878112581387147,16,0
rap across the knuckles,3,1.6733200530681511,11,1
rap group,4.8,0.4216370213557839,10,0
rap music,4,1.699673171197595,10,0
rap on the knuckles,3.4,1.577621275493231,10,2
rap out,1.9,0.9944289260117533,10,1
rap session,3.1,1.728840330651992,10,1
rap sheet,3.8181818181818183,0.873862897505303,11,0
rap your knuckles,3.090909090909091,1.5782614139961386,11,0
rape conviction,3.272727272727273,1.348399724926484,11,0
rape oil,4.2,1.1352924243950935,10,5
rape whistle,4.3,1.0593499054713802,10,1
rapeseed oil,4.9,0.31622776601683794,10,2
rapid climb,3.272727272727273,1.348399724926484,11,2
rapid eye movement,4.1,0.9944289260117533,10,0
rapid eye movement sleep,2.8,1.2292725943057183,10,1
rapid growth,2.8,1.7511900715418263,10,0
rapid reaction force,2.5,1.7159383568311668,10,4
rapid transit,3.1,1.286683937707919,10,0
rapid transit system,3.8,1.3165611772087666,10,1
rara avis,NA,NA,3,9
rare bird,3.8,1.1352924243950935,10,1
rare books,3.6,1.7126976771553504,10,0
rare cases,3.2,1.398411797560202,10,0
rare earth,2.1,1.1005049346146119,10,0
rare earth element,3.9,0.8755950357709131,10,4
rare earth metal,3.6363636363636362,1.5015143870590966,11,0
rare event,2.1818181818181817,1.3280197150781925,11,0
rare form,2.3,1.0593499054713802,10,0
rare gas,4.181818181818182,0.9816498172140428,11,1
rare instances,2,1.1547005383792515,10,0
rare moment,2.0555555555555554,1.1617543641469048,18,0
rare occasions,2,1.3333333333333333,10,0
rare occurrence,2.3,1.2516655570345725,10,0
rare opportunities,1.7,1.0593499054713802,10,0
rare species,3.5,0.8498365855987975,10,0
raring to go,1.5,0.7071067811865476,10,2
rark up,NA,NA,8,8
rasp fern,4.2,1.3165611772087666,10,7
raspberry tart,4.4,0.8432740427115678,10,0
raster font,NA,NA,9,13
rat cheese,4,1.247219128924647,10,1
rat droppings,4.8,0.6324555320336759,10,0
rat fink,2.3,1.1595018087284057,10,7
rat on,3,1,11,1
rat out,2.411764705882353,1.6605279103876787,17,2
rat out to,1.3,0.6749485577105528,10,2
rat pack,3.4,1.6465452046971292,10,1
rat poison,4.5,0.7071067811865476,10,0
rat race,2.3,1.636391694484477,10,0
rat run,3,1.2649110640673518,11,3
rat snake,4.2,1.3165611772087666,10,0
rat terrier,4.2,1.1352924243950935,10,2
rat through,NA,NA,9,8
rat trap,4.411764705882353,1.1757350641945108,17,0
rat-tail cactus,4.4,1.3498971154211057,10,4
rat-tail file,NA,NA,9,9
ratafia biscuit,4.5,0.6324555320336759,16,8
ratbag,3.6,1.429840705968481,10,6
ratchet down,2.727272727272727,1.348399724926484,11,3
ratchet screwdriver,4.4,0.8432740427115678,10,1
ratchet up,2.1,1.1005049346146119,10,2
ratchet wheel,3.909090909090909,0.9438798074485389,11,7
ratchet wrench,4.8,0.6324555320336759,10,2
rate cap,2.4,1.2649110640673518,10,2
rate of attrition,2.4,1.2649110640673518,10,1
rate of depreciation,2.8,1.3165611772087666,10,0
rate of exchange,3.3076923076923075,1.4366984945013914,13,0
rate of growth,2.4545454545454546,1.2933395813657265,11,0
rate of inflation,2.909090909090909,1.1361818036340359,11,0
rate of interest,2.6363636363636362,1.5015143870590966,11,0
rate of pay,3.4,1.505545305418162,10,0
rate of payment,2.7222222222222223,1.3636264606493256,18,0
rate of respiration,3,1.5954480704349312,12,1
rate of return,3.1818181818181817,1.4709304414677002,11,1
rate tart,NA,NA,6,9
rateable value,2,1.1832159566199232,11,6
rates of exchange,3.6,1.3498971154211057,10,0
rates of return,2.8181818181818183,1.4012980994907414,11,0
rather than,2,1.1547005383792515,10,0
rather you than me,2,0.9428090415820634,10,0
rating system,3.4,1.505545305418162,10,0
ratio variable,2.625,1.746424919657298,16,7
ration card,3.5,1.5811388300841898,10,4
ration coupon,4.5,0.97182531580755,10,2
ration out,2.5454545454545454,1.5075567228888183,11,0
ration pack,4,1.632993161855452,10,3
rational motive,2.2,1.5491933384829668,10,2
rational number,2.9,1.5238839267549948,10,0
rationalise away,2.9,1.66332999331662,10,0
rats in the attic,2.6,1.3498971154211057,10,2
rattan bowl,4.3,1.3374935098492586,10,3
rattan chair,4,1.2649110640673518,11,1
rattan palm,4,1.1547005383792515,10,6
rattle around,2.6,1.0749676997731399,10,0
rattle my chain,1.8,1.0327955589886444,10,0
rattle off,1.2,0.4216370213557839,10,2
rattle on,2.5,1.35400640077266,10,0
rattle on about,2.4,1.3498971154211057,10,1
rattle out,2.3,1.3374935098492586,10,6
rattle sabres,NA,NA,8,9
rattle snake,4.8,0.6324555320336759,10,0
rattle someone's cage,2.2,1.5491933384829668,10,1
rattle through,2.1,1.1972189997378648,10,2
rattle up,2.5454545454545454,1.6348477827391983,11,3
rave review,2.1,1.3703203194062976,10,0
ravel out,2.125,1.02469507659596,16,8
raving mad,2.090909090909091,1.1361818036340359,11,0
raw bar,3.5,1.1785113019775793,10,2
raw beauty,2.6,1.3498971154211057,10,0
raw data,2.6,1.1737877907772674,10,0
raw deal,2.125,1.2583057392117916,16,2
raw material,4,0.8944271909999159,11,0
raw materials,3.6,1.0749676997731399,10,0
raw meat,5,0,10,0
raw milk,4.7,0.6749485577105528,10,0
raw recruit,3,1.4907119849998598,10,4
raw sewage,3.5,1.5811388300841898,10,1
raw sienna,3.7,1.2516655570345725,10,6
raw talent,2,1.632993161855452,10,0
raw throat,2.4,1.577621275493231,10,4
raw umber,NA,NA,6,8
raw vegetable,4.818181818181818,0.6030226891555273,11,1
raw wood,4.470588235294118,0.7998161553463028,17,2
raw wool,4.5,1.0801234497346435,10,0
raw wound,3.9,0.5676462121975467,10,2
rawl plug,NA,NA,7,8
ray ban,4.4,0.9660917830792959,10,1
ray flower,3.909090909090909,1.1361818036340359,11,5
ray gun,3.9,1.1972189997378648,10,1
ray of light,3.8,1.2292725943057183,10,0
raze to the ground,2.5,1.4337208778404378,10,2
razor blade,4.8,0.4216370213557839,10,0
razor clam,3.6363636363636362,1.689540012709215,11,1
razor edge,3.7,1.70293863659264,10,1
razor fish,3.6363636363636362,1.5666989036012806,11,1
razor knife,4.6,0.699205898780101,10,0
razor strop,3.1818181818181817,1.5374122295716148,11,2
razor wire,4.833333333333333,0.3892494720807615,12,0
razor-sharp,3.6842105263157894,1.1081832770072813,19,0
reach a conclusion,1.5,0.97182531580755,10,0
reach a decision,2.3636363636363638,1.5015143870590966,11,2
reach agreement,2.8,1.1352924243950935,10,0
reach conform,2,0.9428090415820634,10,4
reach down,3.1,1.8529256146249728,10,0
reach first base,2.8181818181818183,1.6011359603844901,11,0
reach for,3.2,1.4757295747452437,10,1
reach for the moon,2.1,1.449137674618944,10,0
reach for the stars,1.9090909090909092,1.2210278829367867,11,0
reach into,3.4,1.0749676997731399,10,0
reach one's nostrils,2.5454545454545454,1.3684762594679065,11,1
reach out,2.7,1.1595018087284057,10,0
reach out for,2.1818181818181817,1.1677484162422844,11,0
reach out to,1.7692307692307692,1.0127393670836666,13,0
reach saturation point,3.090909090909091,1.6403990645294488,11,1
reach the boiling point,3.5,1.7159383568311668,10,0
reach-around,3.4166666666666665,1.378954368902449,12,0
reached the breaking point,2,1.4907119849998598,10,0
reacquired stock,2.9166666666666665,1.378954368902449,12,1
react against,1.7,0.8232726023485646,10,1
reaction engine,NA,NA,8,8
reaction save,2.1,1.3703203194062976,10,2
reaction time,2.9,1.2096106376585989,20,0
reactive intermediate,2.1,0.9944289260117533,10,7
reactor scram,NA,NA,8,8
read and write,4.454545454545454,0.9341987329938275,11,2
read back,3.1,1.286683937707919,10,0
read between the lines,2,1.4832396974191326,11,0
read for,3.090909090909091,1.5782614139961386,11,0
read head,2.7,1.4181364924121764,10,6
read in,2.8,1.4757295747452437,10,0
read into,2,1.0540925533894598,10,0
read lips,3.727272727272727,1.1037127426019047,11,0
read memory,3,1.4142135623730951,10,1
read method,2.4,1.6465452046971292,10,8
read my lips,2.4,1.2649110640673518,10,0
read off,2.3,1.4181364924121764,10,2
read on,3,1.4142135623730951,10,1
read out,3.7,1.3374935098492586,10,0
read over,2.8,1.2292725943057183,10,1
read someone like a book,1.7,1.2516655570345725,10,0
read someone the riot act,2.1,1.3703203194062976,10,2
read someone's lips,2.9,1.3703203194062976,10,0
read someone's mind,2.5,1.1785113019775793,10,0
read the handwriting on the wall,2.2,1.398411797560202,10,1
read the riot act,2.6,1.429840705968481,10,2
read the writing on the wall,2,1.0540925533894598,10,0
read them and weep,1.7,1.0593499054713802,10,0
read through,3.090909090909091,1.1361818036340359,11,0
read too much into something,1.8,1.0327955589886444,10,0
read up,2.875,0.9574271077563381,16,0
read up about,1.7272727272727273,0.9045340337332909,11,0
read up on,2.3529411764705883,1.4975470138942315,17,0
read you,2.5454545454545454,1.2135597524338357,11,2
read your plate,3.2,1.2292725943057183,10,1
read-only file,3,1.4142135623730951,10,0
read-only memory,3,1.4907119849998598,10,2
reader's digest,3.8,1.5491933384829668,10,0
reading age,2.1,0.9944289260117533,10,0
reading assignment,4.2,1.1352924243950935,10,1
reading clinic,3.5,1.4337208778404378,10,0
reading copy,3.3,1.4181364924121764,10,1
reading desk,4.4,0.8432740427115678,10,0
reading glasses,4.5,0.8498365855987975,10,0
reading group,3.230769230769231,1.2351684199496948,13,0
reading knowledge,2.4,1.505545305418162,10,2
reading lamp,4.5,1.2692955176439846,10,1
reading list,4.181818181818182,1.0787197799411874,11,0
reading material,3.909090909090909,1.1361818036340359,11,0
reading program,3.3636363636363638,1.2060453783110545,11,0
reading rate,3.1,1.5238839267549948,10,0
reading room,4.4,0.5163977794943222,10,0
reading speed,3.8,1.2292725943057183,10,0
reading stand,4.7,0.6749485577105528,10,2
reading teacher,4.1,0.7378647873726218,10,0
reading week,2.8,1.5491933384829668,10,0
readme file,2.8,1.6865480854231356,10,2
ready and waiting,2.272727272727273,1.348399724926484,11,0
ready cash,3.1,1.7919573407620817,10,2
ready for,2.5,1.4337208778404378,10,0
ready meal,3.7,1.4181364924121764,10,0
ready money,2.8666666666666667,1.3557637102737474,15,7
ready reckoner,2.1,1.5951314818673865,10,7
ready room,3.1,1.5951314818673865,10,5
ready to drop,2.4166666666666665,1.2401124093721456,12,0
ready to go,3,1.247219128924647,10,1
ready to hand,2.727272727272727,1.348399724926484,11,0
ready up,2.9,1.3703203194062976,10,2
ready-made,2.4,1.3498971154211057,10,1
"ready, set, go",2.1,1.5951314818673865,10,0
"ready, steady, go",2.9,1.449137674618944,10,0
real ale,2.8181818181818183,1.4709304414677002,11,0
real analysis,2.4,1.1737877907772674,10,2
