"","Survey","Platform","File_date","Participant","Please click the button below to agree to participate in this study.","Do you wish to complete the article evaluation instead of the study?","spiritually","meaningfulness","entrepreneurship","tranquillize","interrupting","malnourishment","pressure point","waterskiing","milk chocolate","brussels sprouts","look what the cat's dragged in","on the off-chance","head over heel","daylight saving time","throwaway remark","six of one and half a dozen of the other","take a back seat","felt-tipped pen","lip synchronization","sabre-toothed cat","in principle","interpretation","ignorance","collaborate","heavyhearted","bureaucratic","emergency","watch out","surcharge","telecommunication","cardiovascular","production cost","interior designer","assassination","law enforcement","surfboarding","bullseye","flight simulator","orange juice","spaghetti sauce","RPS_ID","Prolific_ID","Gender","Gender_Self_Describe","Age","Ed_years","Uni_years","Ed_years_calc","English_first","English_fluent","Dupe_spiritually","Dupe_meaningfulness","Dupe_entrepreneurship","Dupe_tranqualize","Dupe_interrupting","Dupe_malnourishment","Dupe_pressure_point","Dupe_waterskiing","Dupe_milk_chocolate","Dupe_brussel_sprouts","Dupe_look what the cat's dragged in","Dupe_on the off-chance","Dupe_head over heel","Dupe_daylight saving time","Dupe_throwaway remark","Dupe_six of one and half a dozen of the other","Dupe_take a back seat","Dupe_felt-tipped pen","Dupe_lip synchronization","Dupe_sabre-toothed cat","Thirty_plus","Incomplete","Do_not_know","Correlation","Exclude","Reverse"
"2717","Resurvey 1","Prolific","14-Oct-21","R_3HYRARe8cqlpFjF","I agree to participate in this study",NA,1,2,2,4,5,5,3,5,5,5,2,1,3,1,1,4,3,5,5,5,1,1,2,3,2,2,1,2,3,4,3,1,4,3,3,5,NA,4,5,5,NA,"5c85963b2421a3000142f159","Male",-99,"64",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0799086757990868,0.797117612371433,FALSE,NA
"2718","Resurvey 2","Prolific","14-Oct-21","R_2zOpnqnv4Zg2dxF","I agree to participate in this study",NA,1,1,1,2,2,4,2,5,5,5,4,1,1,2,1,2,3,5,2,4,2,1,2,3,1,1,3,2,2,3,2,3,3,4,4,4,5,4,5,5,NA,"615630a7b02204fb80a812ba","Female",-99,"21",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00225225225225225,0.0427927927927928,0.861939936,FALSE,NA
"2719","Resurvey 2","Prolific","14-Oct-21","R_3QYThJFbQaLkSoZ","I agree to participate in this study",NA,2,2,4,4,5,5,3,5,5,5,2,4,1,5,6,3,3,5,5,5,2,4,5,3,1,5,3,1,4,5,5,5,5,5,5,5,2,5,5,5,NA,"6109d60c4aae2cc46ce9aaf7","Female",-99,"29",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.117381489841986,0.435192619,FALSE,NA
"2720","Resurvey 2","Prolific","14-Oct-21","R_3PChf85w40qteF2","I agree to participate in this study",NA,1,1,2,3,2,3,3,5,4,5,1,1,1,2,1,1,1,5,4,3,1,2,1,2,1,1,2,1,2,3,2,2,4,4,2,4,4,4,5,5,NA,"5f35cc94e0a84d611c36bf80","Female",-99,"36",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.222222222222222,0.856720077,FALSE,NA
"2721","Resurvey 2","Prolific","14-Oct-21","R_12KnO8Qrv8xtVva","I agree to participate in this study",NA,1,1,5,1,1,5,5,5,5,5,5,6,1,5,6,5,5,6,5,5,3,5,1,4,1,6,2,-99,6,5,5,5,5,5,5,6,6,5,5,5,NA,"613e49e3b03efc88d945987e","Female",-99,"24",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.255079006772009,0.622173067,FALSE,NA
"2722","Resurvey 2","Prolific","14-Oct-21","R_5yw8pHz6W7RkZG1","I agree to participate in this study",NA,1,1,3,1,1,-99,6,5,5,5,5,1,1,1,1,6,1,5,3,4,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,5,6,1,5,5,NA,"615513578b8c1d40dcec3b25","Female",-99,"19",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.208144796380091,0.604773609,FALSE,NA
"2723","Resurvey 2","Prolific","14-Oct-21","R_2ciOUAvldcHOiD0","I agree to participate in this study",NA,1,1,1,5,5,5,5,5,5,5,1,6,1,6,1,5,1,6,5,6,6,1,1,5,1,5,1,1,6,5,5,5,5,6,5,5,6,5,5,5,NA,"6151a01be98c92d95d6f71ed","Female",-99,"27",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.488636363636364,0.660002056,FALSE,NA
"2724","Resurvey 2","Prolific","14-Oct-21","R_1jQjwZFCMpgQLp8","I agree to participate in this study",NA,1,1,2,3,2,4,4,5,5,5,1,2,2,1,1,6,3,6,4,6,1,1,2,1,1,2,3,4,2,3,1,2,5,5,3,5,5,5,5,5,NA,"61290c984835b674072fc6ac","Male",-99,"21",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.082004555808656,0.828785825,FALSE,NA
"2725","Resurvey 2","Prolific","14-Oct-21","R_2zD7OkSVSw74kS3","I agree to participate in this study",NA,1,4,4,2,3,2,1,5,5,6,1,1,2,2,1,3,4,2,4,5,1,3,1,4,1,6,3,5,6,5,5,3,5,5,5,4,4,3,5,5,NA,"6148619a82570cb41a0b8b32","Male",-99,"24",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.114606741573034,0.632469156,FALSE,NA
"2726","Resurvey 2","Prolific","14-Oct-21","R_25NkAKXupTvAwqL","I agree to participate in this study",NA,1,1,4,4,3,4,5,4,5,5,4,6,2,2,2,5,4,5,3,4,1,2,2,3,4,1,2,4,1,1,3,1,4,4,1,5,5,3,5,5,NA,"6151e0eee0d0e4f2be2ce7e4","Male",-99,"26",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.167800453514739,0.553905123,FALSE,NA
"2727","Resurvey 2","Prolific","14-Oct-21","R_SP40pS6pRTPJq5H","I agree to participate in this study",NA,5,5,5,5,5,6,4,5,5,4,5,2,5,5,4,2,5,2,5,1,5,4,4,5,4,5,5,4,4,4,5,5,4,5,4,5,2,4,5,4,NA,"6153c59c85cc4386651341d4","Male",-99,"25",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0203619909502262,-0.207752018,TRUE,NA
"2728","Resurvey 2","Prolific","14-Oct-21","R_2tJCCdR92aOZuf0","I agree to participate in this study",NA,1,1,1,1,1,1,5,1,5,1,5,1,5,1,1,5,5,5,5,1,1,2,2,3,1,1,3,1,1,5,3,2,3,5,2,2,5,4,5,5,NA,"614fee80af1f743a49c6e52c","Female",-99,"20",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00224719101123596,0.00674157303370787,0.657805245,FALSE,NA
"2729","Resurvey 2","Prolific","14-Oct-21","R_3mlaEy0nYl0Qwhj","I agree to participate in this study",NA,3,1,2,3,4,2,4,5,5,5,1,1,1,1,1,4,1,5,4,5,1,1,1,2,3,4,3,2,4,3,5,2,5,1,2,5,2,4,5,5,NA,"615001d094ff3a75f45b36b0","Female",-99,"27",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0341685649202733,0.555791034,FALSE,NA
"2730","Resurvey 2","Prolific","14-Oct-21","R_AhuEMPUP6L6jf9v","I agree to participate in this study",NA,1,1,1,3,4,4,5,4,5,4,3,2,2,1,4,3,2,6,3,5,1,1,1,2,2,2,2,4,2,2,3,2,3,4,2,4,4,4,5,5,NA,"6106ac34408681f3b0d07396","Male",-99,"20",13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.162528216704289,0.85008602,FALSE,NA
"2731","Resurvey 2","Prolific","14-Oct-21","R_Ap3lMPFCW5hNF1D","I agree to participate in this study",NA,5,4,4,4,2,3,4,4,5,4,3,3,2,3,4,4,4,4,4,2,4,3,2,2,3,3,2,4,4,4,3,3,3,4,3,3,4,5,4,5,NA,"5d7aaf421b337b000174fcb7","Male",-99,"23",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0157657657657658,0.564182325,FALSE,NA
"2732","Resurvey 2","Prolific","14-Oct-21","R_24x7vQ8l8wWe7RC","I agree to participate in this study",NA,1,1,4,2,2,5,3,4,5,5,4,2,4,2,2,2,3,5,2,1,3,3,4,3,2,5,5,3,5,5,5,5,5,5,4,5,4,5,5,5,NA,"5c8bafb53b6f3d00013d7c30","Male",-99,"31",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00224215246636771,0.00896860986547085,0.609567321,FALSE,NA
"2733","Resurvey 2","Prolific","14-Oct-21","R_33fN4HM9VpeUGX5","I agree to participate in this study",NA,2,4,5,2,4,6,3,5,5,5,2,2,3,6,6,1,2,6,5,5,1,1,1,5,1,1,1,5,4,1,5,5,5,5,5,5,5,5,5,5,NA,"61449225bf27372b6b036f5f","Male",-99,"21",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.285067873303167,0.7341947,FALSE,NA
"2734","Resurvey 2","Prolific","14-Oct-21","R_2644wMuPwHASD0x","I agree to participate in this study",NA,1,3,1,2,4,3,3,4,4,5,1,1,1,2,2,1,3,5,3,5,2,3,1,3,1,1,2,3,5,3,3,2,5,2,2,4,2,4,5,5,NA,"5e6473fbc15dbe1f71eea95b","Female",-99,"40",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0653153153153153,0.537731373,FALSE,NA
"2735","Resurvey 2","Prolific","14-Oct-21","R_6kTCht2eJiHeZWN","I agree to participate in this study",NA,1,4,3,3,3,4,3,5,5,5,2,2,2,4,2,6,2,5,4,5,3,3,4,3,2,3,5,3,3,5,4,3,5,4,5,5,2,4,5,5,NA,"5e9f70a9eec34b1108c84413","Male",-99,"31",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.122171945701357,0.471982824,FALSE,NA
"2736","Resurvey 2","Prolific","14-Oct-21","R_2XmKB3jcsjQnPPe","I agree to participate in this study",NA,3,3,2,6,5,4,4,3,5,6,2,2,1,4,2,4,3,3,3,5,4,2,4,4,4,1,4,4,5,2,4,4,3,4,5,5,2,2,5,5,NA,"60fb1fc7b2b02ebe00fc26e7","Male",-99,"21",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00225225225225225,0.193693693693694,0.199359096,TRUE,NA
"2737","Resurvey 2","Prolific","14-Oct-21","R_2qfPpqlGmOHaXMf","I agree to participate in this study",NA,3,3,2,5,4,3,2,4,5,5,3,2,4,3,2,2,2,5,2,4,3,4,3,4,3,3,4,4,2,3,4,4,5,4,4,4,4,2,4,5,NA,"613a469755c08ab3b9d682ad","Female",-99,"24",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0113122171945701,0.301237101,FALSE,NA
"2738","Resurvey 2","Prolific","14-Oct-21","R_3WC9YT1iGFNqLtf","I agree to participate in this study",NA,5,4,5,5,3,5,5,4,5,5,3,5,5,5,5,1,5,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,"5f9aba6600cdf11f1c9b915c","Male",-99,"25",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0364464692482916,NA,TRUE,NA
"2739","Resurvey 2","Prolific","14-Oct-21","R_1FgGy1s3XAkFAYF","I agree to participate in this study",NA,1,1,2,1,2,2,4,5,5,5,5,1,6,4,6,3,5,5,3,5,1,1,1,1,1,1,1,1,3,2,2,1,2,2,1,5,5,4,5,5,NA,"5eda126ec6a418029cb19e91","Male",-99,"28",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0452488687782805,0.800002347,FALSE,NA
"2740","Resurvey 2","Prolific","14-Oct-21","R_2anwUhtNH5qfvWk","I agree to participate in this study",NA,1,1,2,1,4,4,2,4,5,5,2,2,1,2,2,4,2,5,4,5,1,1,1,3,1,1,1,1,6,4,5,2,1,2,2,1,5,5,5,5,NA,"6135267bbff739eb1c8ab79e","Male",-99,"20",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.188340807174888,0.644898846,FALSE,NA
"2741","Resurvey 2","Prolific","14-Oct-21","R_XXrp7ZKDrciALkt","I agree to participate in this study",NA,2,1,3,5,5,6,5,3,5,5,5,6,5,5,6,4,4,6,5,5,1,2,1,4,2,1,1,4,3,3,2,4,4,5,2,5,4,3,5,5,NA,"613a99fb5887bdf05a6f900a","Male",-99,"24",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.106094808126411,0.69352625,FALSE,NA
"2742","Resurvey 2","Prolific","14-Oct-21","R_10UhGoXTuFJZJQe","I agree to participate in this study",NA,5,5,5,5,5,5,5,3,5,5,2,4,3,3,4,3,5,5,5,5,5,5,5,-99,3,5,5,5,5,5,3,5,5,4,5,4,4,5,5,5,NA,"5f761e5106b786071f45b4aa","Male",-99,"25",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00451467268623025,0.0203160270880361,-0.042255536,TRUE,NA
"2743","Resurvey 2","Prolific","14-Oct-21","R_21pMYvMnPt3D25j","I agree to participate in this study",NA,2,3,2,2,1,4,2,4,5,4,5,6,1,2,6,2,4,1,4,4,1,1,2,1,3,1,2,2,1,1,1,2,1,2,2,4,1,1,2,5,NA,"61254c5a6facc8ed023a64de","Male",-99,"27",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.246575342465753,0.386253571,FALSE,NA
"2744","Resurvey 2","Prolific","14-Oct-21","R_1DZ5rlmleh9XleJ","I agree to participate in this study",NA,1,2,2,2,3,6,4,4,5,3,5,6,3,4,1,6,5,2,3,3,3,1,2,5,2,2,1,2,4,3,5,2,5,5,1,4,2,3,5,5,NA,"602d29200724e36ae7a9def2","Male",-99,"25",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00225733634311512,0.018058690744921,0.392875939,FALSE,NA
"2745","Resurvey 2","Prolific","14-Oct-21","R_1o1o6qpN3BGqjia","I agree to participate in this study",NA,2,1,1,3,3,1,3,4,5,4,4,1,1,6,5,1,4,5,4,5,1,2,3,3,1,1,2,2,2,2,3,2,2,3,4,6,5,5,5,5,NA,"5da367636f69c500149e6216","Male",-99,"22",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00451467268623025,0.0270880361173815,0.796571182,FALSE,NA
"2746","Resurvey 2","Prolific","14-Oct-21","R_TvGP44PbCFSHrWh","I agree to participate in this study",NA,1,4,5,4,5,6,4,4,5,5,1,6,1,2,2,3,4,4,3,4,2,2,5,3,2,5,4,1,6,5,5,4,5,5,5,5,1,5,5,5,NA,"60b8b5dcb46db8ae98d0b047","Female",-99,"24",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.115646258503401,0.427924528,FALSE,NA
"2747","Resurvey 2","Prolific","14-Oct-21","R_2wgF8ji6wk6t2v3","I agree to participate in this study",NA,2,2,4,2,4,3,3,4,5,5,5,2,1,6,6,5,4,5,3,6,3,2,2,3,2,4,3,3,6,4,5,4,5,5,4,5,2,5,5,5,NA,"608c349d8e7f57e8f84d3a27","Female",-99,"26",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.120454545454545,0.68958871,FALSE,NA
"2748","Resurvey 3","Prolific","24-Jan-22","R_AFjPzOHnmkAmJjj","I agree to participate in this study",NA,1,1,1,1,1,2,1,5,5,5,5,1,1,1,1,4,1,5,4,5,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,4,5,5,NA,"5cf91e29355edf001972c156","Female",-99,"43",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0776053215077605,0.624491957,FALSE,NA
"2749","Resurvey 3","Prolific","24-Jan-22","R_2e9km6xCziWMEua","I agree to participate in this study",NA,3,5,5,5,5,5,5,5,5,5,2,3,5,5,1,3,4,5,5,5,4,5,5,5,4,6,5,2,6,5,5,5,5,5,5,5,2,5,5,5,NA,"61439459f0467b3de178c2e9","Female",-99,"22",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.21923937360179,0.055466141,TRUE,NA
"2750","Resurvey 3","Prolific","24-Jan-22","R_3rYQT6P49hquo7E","I agree to participate in this study",NA,1,1,6,1,5,6,5,5,5,6,5,6,5,5,6,1,4,2,1,4,2,5,1,4,6,2,4,3,1,5,2,3,4,5,2,5,4,5,5,4,NA,"613a8c1103694f2ad0973f05","Male",-99,"20",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.199551569506726,0.425725726,FALSE,NA
"2751","Resurvey 3","Prolific","24-Jan-22","R_124gQlIBXpFIzAY","I agree to participate in this study",NA,1,1,1,1,2,1,1,1,1,1,1,3,1,2,3,1,1,5,1,5,5,3,1,4,3,4,4,1,-99,3,1,4,2,-99,3,2,2,3,5,5,NA,"5f859c2ef6c2b101addd11c6","Female",-99,"32",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.078125,0.00892857142857143,0.062501132,TRUE,NA
"2752","Resurvey 3","Prolific","24-Jan-22","R_OydgaP3QGcFN0Xv","I agree to participate in this study",NA,1,1,4,2,1,1,4,5,5,5,1,1,1,3,6,1,1,6,4,5,2,1,2,2,6,1,1,1,6,5,5,5,5,4,2,5,2,5,5,4,NA,"5da531301dc9f20017fd07bf","Male",-99,"24",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.197339246119734,0.634920491,FALSE,NA
"2753","Resurvey 3","Prolific","24-Jan-22","R_3ktyn4XMc4hsdmR","I agree to participate in this study",NA,2,2,2,4,2,4,5,4,4,5,2,2,3,2,2,4,2,5,4,4,2,2,2,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,5,5,NA,"5fb327660f80c1a4d39fada2","Female",-99,"23",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0.776848868,FALSE,NA
"2754","Resurvey 3","Prolific","24-Jan-22","R_1rGItT7kKKIwSrU","I agree to participate in this study",NA,4,4,4,5,5,5,3,5,5,5,2,1,1,3,1,3,2,5,5,5,4,5,4,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,NA,"6111517c063f95e66e5b99a8","Female",-99,"27",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.123620309050773,0.364519074,FALSE,NA
"2755","Resurvey 3","Prolific","24-Jan-22","R_2e3W81meinG0QHA","I agree to participate in this study",NA,2,2,2,2,2,2,4,4,4,5,3,2,2,2,2,4,2,4,4,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,3,2,4,4,NA,"61085dc0527c4443870b29f4","Male",-99,"30",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0486725663716814,0.601933036,FALSE,NA
"2756","Resurvey 3","Prolific","24-Jan-22","R_VL4QFHC01DQfEI1","I agree to participate in this study",NA,1,1,2,5,5,3,5,5,5,5,3,1,1,3,1,5,3,5,4,4,1,1,1,2,1,1,1,2,1,3,2,1,3,2,4,5,4,4,5,5,NA,"60fe0f7eb52edde593edc17a","Female",-99,"23",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.137777777777778,0.859074465,FALSE,NA
"2757","Resurvey 3","Prolific","24-Jan-22","R_RaIJhtCsUokyxfr","I agree to participate in this study",NA,1,1,2,2,5,4,4,3,5,5,3,3,2,1,2,4,2,5,4,5,3,3,2,3,2,1,3,4,2,1,1,4,3,3,4,5,4,3,5,5,NA,"61088c7032d6cabffc264eb4","Female",-99,"27",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.256179775280899,0.561362457,FALSE,NA
"2758","Resurvey 3","Prolific","24-Jan-22","R_27wHpDrfPlEBtD2","I agree to participate in this study",NA,1,1,1,3,3,4,4,5,5,5,3,2,2,3,2,6,2,5,2,3,1,1,1,2,1,1,1,3,6,2,2,2,3,3,3,3,2,3,4,4,NA,"60fff95b3506535598b6dac6","Female",-99,"26",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.36322869955157,0.849089011,FALSE,NA
"2759","Resurvey 3","Prolific","24-Jan-22","R_3RaMOSdjDVXS1G4","I agree to participate in this study",NA,1,1,2,5,5,5,4,5,5,5,4,1,2,1,1,1,3,5,5,5,1,1,1,5,1,2,3,3,5,5,5,4,5,5,5,5,4,5,5,5,NA,"60fdb0fb3ead5de6a4035a80","Female",-99,"26",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.136865342163355,0.763059928,FALSE,NA
"2760","Resurvey 3","Prolific","24-Jan-22","R_2WZ2Wu5JHKLPMz0","I agree to participate in this study",NA,1,1,3,5,1,3,5,5,5,5,1,1,1,3,1,1,3,5,4,5,1,1,1,1,1,1,2,1,3,2,3,4,5,4,5,5,2,4,5,5,NA,"5ddb5ed4a64380abb2907440","Female",-99,"26",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0939597315436242,0.850537698,FALSE,NA
"2761","Resurvey 3","Prolific","24-Jan-22","R_3jdN38nP7VEJ4t6","I agree to participate in this study",NA,1,1,3,3,3,3,4,5,5,5,2,1,1,3,1,5,2,5,4,5,1,1,2,1,1,2,2,2,4,4,5,4,5,4,4,5,4,5,5,5,NA,"60fe83c4f1cfa0b516b363cc","Female",-99,"21",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.0943820224719101,0.893284632,FALSE,NA
"2762","Resurvey 3","Prolific","24-Jan-22","R_1FIH5GbapJq4ykm","I agree to participate in this study",NA,5,1,5,1,5,5,1,1,5,1,5,1,1,1,5,5,6,6,1,6,6,4,5,5,5,6,5,5,3,5,5,5,5,2,5,5,1,5,5,5,NA,"610ad572bc1c9c7da9cd2982","Female",-99,"21",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00221729490022173,0.266075388026608,-0.149077475,TRUE,NA
"2763","Resurvey 3","Prolific","24-Jan-22","R_1dLVxRNENqc2MBn","I agree to participate in this study",NA,1,1,3,4,1,3,3,5,5,5,2,1,1,3,1,6,2,5,2,5,1,1,1,3,1,4,3,2,6,4,5,4,5,5,4,5,1,5,5,5,NA,"5f5c1272c6a95e405041365c","Female",-99,"22",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.280973451327434,0.695110829,FALSE,NA
"2764","Resurvey 3","Prolific","24-Jan-22","R_31NacSK5CsNHPcl","I agree to participate in this study",NA,1,1,1,1,3,6,5,5,5,6,6,6,6,6,6,2,4,3,2,5,1,1,1,4,1,1,1,5,6,3,4,1,5,5,4,2,3,2,5,5,NA,"6085920f6c307c3f13368ce7","Male",-99,"21",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00448430493273543,0.230941704035874,0.555889937,FALSE,NA
"2765","Resurvey 3","Prolific","24-Jan-22","R_blMcu6YsWMlT8tP","I agree to participate in this study",NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,"5e39068e0e532411b2adaa7b","Female",-99,"39",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0.15695067264574,NA,TRUE,NA
