Expression,Code
skull and bones,idiom
skull and crossbones,idiom
skull cap,idiom
skull fracture,noun-noun
skulls and bones,idiom
skunk ape,idiom
skunk cabbage,noun-noun
sky blue,noun-noun
sky burial,noun-noun
sky dive,noun-noun
sky diver,noun-noun
sky diving,noun-noun
sky glow,noun-noun
sky isn't blue,idiom
sky line,noun-noun
sky marshal,noun-noun
sky pod,noun-noun
sky surfing,noun-noun
sky-high,noun-noun
slab on grade,idiom
slack off,idiom
slack off on,idiom
slack suit,noun-noun
slack tide,noun-noun
slack water,noun-noun
slack-jawed,idiom
slacken off,idiom
slag heap,idiom
slag off,idiom
slam against,idiom
slam dance,idiom
slam dunk,idiom
slam into,idiom
slam on,idiom
slam out,idiom
slam-dunk,idiom
slang expression,idiom
slang term,idiom
slang word,idiom
slanging match,idiom
slant sight,idiom
slant tip tweezers,noun-noun
slant toward,noun-noun
slap about,idiom
slap and tickle,idiom
slap around,idiom
slap bang,idiom
slap bellies,idiom
slap down,idiom
slap in the face,idiom
slap on,idiom
slap on the wrist,idiom
slap shot,idiom
slap someone five,idiom
slap together,idiom
slap with,idiom
slash and burn,idiom
slash at,idiom
slash at with,idiom
slash pocket,idiom
slash the budget,idiom
slasher film,idiom
slasher movie,idiom
slate blue,noun-noun
slate club,noun-noun
slate gray,noun-noun
slate grey,noun-noun
slate PC,noun-noun
slate pencil,noun-noun
slate roof,noun-noun
slather in,idiom
slather on,idiom
slather with,idiom
slave away,idiom
slave dealer,noun-noun
slave driver,noun-noun
slave labor,noun-noun
slave market,noun-noun
slave owner,noun-noun
slave ship,noun-noun
slave state,noun-noun
slave to fashion,idiom
slave trade,noun-noun
slave trader,noun-noun
slaving over a hot stove all day,idiom
sled dog,noun-noun
sledge dog,noun-noun
sledge hammer,noun-noun
sledge hockey,noun-noun
sleek down,idiom
sleek over,idiom
sleep apnea,noun-noun
sleep around,idiom
sleep away,idiom
sleep deprivation,noun-noun
sleep disorder,noun-noun
sleep in,idiom
sleep it off,noun-noun
sleep late,idiom
sleep like a baby,idiom
sleep like a log,idiom
sleep like a rock,idiom
sleep like a stone,idiom
sleep like a top,idiom
sleep like the dead,idiom
sleep mode,idiom
sleep off,idiom
sleep on,idiom
sleep on a clothesline,idiom
sleep on it,idiom
sleep out,idiom
sleep over,idiom
sleep paralysis,idiom
sleep talking,idiom
sleep through,idiom
sleep through the night,idiom
sleep tight,idiom
sleep together,idiom
sleep under the same bridge,idiom
sleep walking,idiom
sleep with,idiom
sleep with the fishes,idiom
sleepaway camp,idiom
sleeper agent,noun-noun
sleeper cell,noun-noun
sleeper goby,noun-noun
sleeper gown,noun-noun
sleeper sofa,noun-noun
sleeping accommodation,noun-noun
sleeping around,idiom
sleeping at the switch,idiom
sleeping bag,noun-noun
sleeping beauty,idiom
sleeping capsule,idiom
sleeping car,idiom
sleeping draught,idiom
sleeping giant,idiom
sleeping partner,idiom
sleeping pill,idiom
sleeping pills,idiom
sleeping policeman,idiom
sleeping room,idiom
sleeping sickness,idiom
sleeping tablet,idiom
sleepless person,idiom
sleepsuit,noun-noun
sleepy cod,noun-noun
sleepy head,idiom
sleepy sickness,idiom
sleeve note,idiom
sleeveless errand,idiom
sleeves from one's vest,idiom
sleigh bed,noun-noun
sleigh bell,noun-noun
sleigh bells,noun-noun
sleight of hand,idiom
slender rush,idiom
slice away,idiom
slice bar,idiom
slice into,idiom
slice of bread,noun-noun
slice of pizza,noun-noun
slice of the cake,noun-noun
slice off,noun-noun
slice out,noun-noun
slice through,noun-noun
slice up,noun-noun
sliced bread,noun-noun
sliced ham,noun-noun
slick back,noun-noun
slick down,idiom
slick magazine,idiom
slick up,idiom
slicked up,idiom
slide action,idiom
slide away,idiom
slide chart,noun-noun
slide down,idiom
slide fastener,noun-noun
slide gates,noun-noun
slide off,idiom
slide projector,noun-noun
slide rule,noun-noun
slide shoe,noun-noun
slide show,noun-noun
slider phone,noun-noun
sliders,noun-noun
sliding board,noun-noun
sliding door,noun-noun
sliding doors,noun-noun
sliding glass door,noun-noun
sliding keel,noun-noun
sliding pond,noun-noun
sliding scale,noun-noun
sliding seat,noun-noun
sliding window,noun-noun
slight care,noun-noun
slightly built,noun-noun
slim chance,noun-noun
slim down,noun-noun
slim pickings,noun-noun
sling back shoe,noun-noun
sling blade,noun-noun
sling mud,noun-noun
sling off,idiom
sling off at,idiom
sling one's hook,idiom
slinger ring,idiom
slings and arrows of,idiom
slingshot effect,idiom
slip a notch,idiom
slip away,idiom
slip by,idiom
slip carriage,noun-noun
slip case,noun-noun
slip clutch,noun-noun
slip coach,noun-noun
slip cover,noun-noun
slip down,noun-noun
slip dress,noun-noun
slip in,idiom
slip into,idiom
slip into something more comfortable,idiom
slip joint pliers,noun-noun
slip knot,noun-noun
slip noose,idiom
slip of paper,idiom
slip of the pen,idiom
slip of the tongue,idiom
slip off,idiom
slip off to,idiom
slip on,idiom
slip one's mind,idiom
slip out,idiom
slip out of,idiom
slip ring,idiom
slip road,idiom
slip someone's mind,idiom
slip stitch,noun-noun
slip through,idiom
slip through the cracks,idiom
slip through your fingers,idiom
slip under the radar,idiom
slip up,idiom
slip your mind,idiom
slip-joint pliers,noun-noun
slip-up,idiom
slipped disc,noun-noun
slipped disk,noun-noun
slipper plant,noun-noun
slipper spurge,idiom
slippery as an eel,idiom
slippery dick,idiom
slippery slope,idiom
slipskin grape,noun-noun
slit lamp,noun-noun
slit trench,noun-noun
slo mo,idiom
Sloane Ranger,idiom
slob about,idiom
slob around,idiom
slob out,idiom
slobber over,idiom
sloe eyes,idiom
sloe gin,idiom
slog away,idiom
sloop of war,idiom
slop about,idiom
slop around,idiom
slop bowl,idiom
slop bucket,idiom
slop chest,idiom
slop jar,idiom
slop out,idiom
slop pail,idiom
slope off,idiom
sloping trough,noun-noun
slopping out,idiom
sloppy joe,idiom
sloppy seconds,idiom
slopseller shop,idiom
slosh about,idiom
slosh around,idiom
sloshed to the gills,idiom
slot in,idiom
slot into,idiom
slot machine,noun-noun
slot together,idiom
slot-loading disc drive,noun-noun
slotted spoon,noun-noun
slouch hat,noun-noun
slough grass,noun-noun
slough of despond,idiom
slough off,idiom
slovenly woman,idiom
slow as molasses in january,idiom
slow burn,idiom
slow but sure,idiom
slow city,idiom
slow cooker,noun-noun
slow cooking,noun-noun
slow dance,noun-noun
slow day,idiom
slow death,idiom
slow down,idiom
slow food,idiom
slow growth,idiom
slow handclap,idiom
slow in,idiom
slow lane,idiom
slow march,idiom
slow match,idiom
slow motion,idiom
slow off the mark,idiom
slow on the uptake,idiom
slow oven,idiom
slow pace,idiom
slow process,idiom
slow progress,idiom
slow roll,idiom
slow speed,idiom
slow start,idiom
slow up,idiom
slow witted,idiom
slow-walk,idiom
slow-witted,idiom
slower than molasses,idiom
slowly but surely,idiom
SLR camera,noun-noun
sluff off,idiom
slug away,idiom
slug it out,idiom
slug of,idiom
slug pellet,idiom
sluice bay,noun-noun
sluice gate,noun-noun
sluice valve,noun-noun
slum area,noun-noun
slumber party,noun-noun
slur over,idiom
slush around,idiom
slush fund,idiom
slush pile,idiom
slushie machine,noun-noun
sly as a fox,idiom
sly grog,idiom
smack bang,idiom
smack dab,idiom
smack dab in the middle,idiom
smack down,idiom
smack in the middle,idiom
smack of,idiom
smack up,idiom
smack your lips,idiom
smack-dab,idiom
small  amount,noun-noun
small  bowl,noun-noun
small  business,noun-noun
small  children,noun-noun
small  group,noun-noun
small  number,noun-noun
small  part,noun-noun
small  percentage,noun-noun
small  talk,noun-noun
small  town,noun-noun
small ad,noun-noun
small arm,noun-noun
small arms,noun-noun
small beer,noun-noun
small boat,noun-noun
small business,noun-noun
small businessman,noun-noun
small calorie,noun-noun
small cap,noun-noun
small capital,noun-noun
small capitals,noun-noun
small caps,noun-noun
small change,noun-noun
small civet,noun-noun
small claims court,noun-noun
small copper,noun-noun
"small dog, tall weeds",idiom
small farmer,noun-noun
small fortune,noun-noun
small fry,idiom
small goods,noun-noun
small hours,idiom
small intestine,noun-noun
small letter,noun-noun
small loan company,noun-noun
small molecule drug,noun-noun
small person,noun-noun
small potatoes,noun-noun
small print,noun-noun
small screen,noun-noun
small ship,noun-noun
small stuff,noun-noun
small talk,noun-noun
small town,noun-noun
small voice,noun-noun
small wonder,noun-noun
small world,noun-noun
small-claims court,noun-noun
small-minded,noun-noun
small-scale,noun-noun
small-time,noun-noun
smallest room,noun-noun
smallpox blanket,noun-noun
smart alec,idiom
smart aleck,idiom
smart as a whip,idiom
smart bomb,idiom
smart card,idiom
smart casual,idiom
smart chance,idiom
smart drug,idiom
smart growth,idiom
smart guy,idiom
smart man,idiom
smart money,idiom
smart mouth,idiom
smart move,idiom
smart off,idiom
smart people,idiom
smart phone,noun-noun
smart set,noun-noun
smart slack,idiom
smart suit,idiom
smart thing,idiom
smart watch,noun-noun
smarten up,idiom
smarty-pants,idiom
smash and grab,idiom
smash down,idiom
smash hit,idiom
smash in,idiom
smash into,idiom
smash to smithereens,idiom
smash up,idiom
smash-and-grab raid,idiom
smear campaign,idiom
smear test,idiom
smear word,idiom
smell a rat,idiom
smell blood,idiom
smell fishy,idiom
smell of an oily rag,idiom
smell of the lamp,idiom
smell oneself,idiom
smell out,idiom
smell something fishy,idiom
smell test,idiom
smell the barn,idiom
smell up,idiom
smell where you're stepping,idiom
smell ya later,idiom
smelling bottle,noun-noun
smelling salt,noun-noun
smelling salts,noun-noun
smile on,noun-noun
smile upon,noun-noun
smiley face,noun-noun
Smith and Wesson,idiom
smithwright it,idiom
smoke alarm,noun-noun
smoke and a pancake,idiom
smoke and mirrors,idiom
smoke bomb,noun-noun
smoke detector,noun-noun
smoke grenade,noun-noun
smoke guard,noun-noun
smoke hole,noun-noun
smoke like a chimney,idiom
smoke out,idiom
smoke pole,noun-noun
smoke screen,noun-noun
smoke shop,noun-noun
smoke signal,noun-noun
smoke signals,noun-noun
smoke test,noun-noun
smoke up,idiom
smoke wagon,noun-noun
smoke-filled room,noun-noun
smoke-free,noun-noun
smoked bacon,noun-noun
smoked eel,noun-noun
smoked glass,noun-noun
smoked haddock,noun-noun
smoked ham,noun-noun
smoked herring,noun-noun
smoked mackerel,noun-noun
smoked salmon,noun-noun
smoked sausage,noun-noun
smoked trout,noun-noun
smokeless tobacco,noun-noun
smokestack industries,noun-noun
smokestack industry,noun-noun
Smokey Bear,idiom
Smokey the Bear,idiom
smoking carriage,noun-noun
smoking compartment,noun-noun
smoking gun,idiom
smoking jacket,idiom
smoking mixture,idiom
smoking room,noun-noun
smoky quartz,noun-noun
smoldering ashes,idiom
smooth as silk,idiom
smooth away,idiom
smooth down,idiom
smooth jazz,noun-noun
smooth lip fern,idiom
smooth manifold,noun-noun
smooth muscle,noun-noun
smooth operator,idiom
smooth out,idiom
smooth over,idiom
smooth plane,idiom
smooth ruffled feathers,idiom
smooth sailing,idiom
smooth talk,idiom
smooth talker,idiom
smooth the path,idiom
smoothing iron,idiom
smoothing plane,idiom
smudge pot,idiom
smurf turf,idiom
SN2 reaction,noun-noun
snack bar,noun-noun
snack bowl,noun-noun
snack counter,noun-noun
snack food,noun-noun
snaffle bit,noun-noun
snaffle up,idiom
snail bean,noun-noun
snail butter,noun-noun
snail mail,noun-noun
snail meat,noun-noun
snail's pace,noun-noun
snake bite,noun-noun
snake charmer,noun-noun
snake dance,noun-noun
snake eyes,noun-noun
snake feeder,noun-noun
snake in the grass,idiom
snake oil,noun-noun
snake pit,noun-noun
snake ring,noun-noun
snake venom,noun-noun
snake-rail fence,idiom
snakes and ladders,idiom
snap a picture,idiom
snap apple,idiom
snap at,idiom
snap bean,noun-noun
snap fastener,noun-noun
snap in,idiom
snap it up,idiom
snap judgment,idiom
snap line,noun-noun
snap off,idiom
snap out,idiom
snap out of,idiom
snap pea,noun-noun
snap ring,noun-noun
snap roll,noun-noun
snap someone's head off,idiom
snap to it,idiom
snap to it!,idiom
snap up,idiom
snap your head off,idiom
snap-brim hat,noun-noun
snapping shrimp,noun-noun
snapping turtle,noun-noun
snapshot program,noun-noun
snare drum,noun-noun
snarl up,idiom
snarled up,idiom
snatch at,idiom
snatch block,idiom
snatch defeat from the jaws of victory,idiom
snatch squad,idiom
snatch the pebble,idiom
snatch up,idiom
snatch victory from the jaws of defeat,idiom
snazz up,idiom
sneak in,idiom
sneak off,idiom
sneak out,idiom
sneak peek,idiom
sneak preview,idiom
sneak thief,noun-noun
sneak up,idiom
sneak up on,idiom
sneaking suspicion,idiom
sneck posset,idiom
snedging,idiom
sneeze at,idiom
snellen chart,idiom
snickers bar,noun-noun
sniff about,idiom
sniff around,idiom
sniff at,idiom
sniff out,idiom
sniff round,idiom
sniff test,idiom
sniffer dog,noun-noun
snip off,idiom
snipe at,idiom
snipe hunt,noun-noun
sniper rifle,noun-noun
snitch on,idiom
sno leopard,idiom
snob appeal,idiom
snooker table,idiom
snoop around,idiom
snooze button,noun-noun
snoring rail,noun-noun
snorkel breather,noun-noun
snorkel diving,noun-noun
snorkeling gear,noun-noun
snot-nosed,idiom
snotty-nosed kid,idiom
snow apple,noun-noun
snow ball,noun-noun
snow bank,noun-noun
snow belt,noun-noun
snow blindness,noun-noun
snow blower,noun-noun
snow broom,noun-noun
snow bunting,noun-noun
snow cannon,noun-noun
snow cat,noun-noun
snow chain,noun-noun
snow chains,noun-noun
snow cone,noun-noun
snow day,idiom
snow drift,noun-noun
snow eater,noun-noun
snow fall,noun-noun
snow flurry,noun-noun
snow globe,noun-noun
snow gum,noun-noun
snow gun,noun-noun
snow job,noun-noun
snow leopard,noun-noun
snow level,noun-noun
snow line,noun-noun
snow mist,noun-noun
snow mushroom,idiom
snow on the mountaintop,idiom
snow on the rooftop,idiom
snow orchid,noun-noun
snow out,idiom
snow park,noun-noun
snow pea,noun-noun
snow plant,noun-noun
snow plough,noun-noun
snow plow,noun-noun
snow shaker,noun-noun
snow shed,noun-noun
snow sheep,noun-noun
snow shoe,noun-noun
snow shovel,noun-noun
snow shower,noun-noun
snow squall,noun-noun
snow storm,noun-noun
snow them,idiom
snow thrower,noun-noun
snow tire,noun-noun
snow under,idiom
Snow White,noun-noun
snowball effect,idiom
snowball's chance in hell,idiom
snowdrop tree,idiom
snowed in,idiom
snowed under,idiom
snowshoe hare,noun-noun
snowy egret,noun-noun
snowy owl,noun-noun
snowy tree cricket,noun-noun
snub nose,idiom
snuff film,idiom
snuff it,idiom
snuff movie,idiom
snuff out,idiom
snuffle around,idiom
snug as a bug in a rug,idiom
snuggle bunny,idiom
snuggle up,idiom
so and so,idiom
so as,idiom
so as to,idiom
so be it,idiom
